epoch,step,train_loss,val_loss
0,49,0.5172894047367664,
0,99,0.02813593146439597,
0,149,0.026836900032996547,
0,199,0.027787015765964207,
0,249,0.02504747756783232,
0,299,0.01904777304246108,
0,349,0.019151552407871586,
0,399,0.013845690875058159,
0,449,0.01900132416609146,
0,499,0.04220598452383695,
0,549,0.02365199642042959,
0,599,0.012599269250358813,
0,649,0.00859759514664149,
0,699,0.012026015391611744,
0,749,0.013051679671082783,
0,799,0.01558874438629232,
0,849,0.010589418728981337,
0,899,0.01850730882712559,
0,949,0.0068695178875889384,
0,999,0.007936653211270128,
0,1049,0.008085901194400447,
0,1099,0.045463834369367295,
0,1149,0.056466093166085085,
0,1199,0.01299886325955768,
0,1249,0.007498245875312559,
0,1299,0.01210869039162299,
0,1343,,0.01544225237746555
1,1349,0.010776826105048931,
1,1399,0.006715363956078524,
1,1449,0.010638263587883112,
1,1499,0.01000947783208661,
1,1549,0.011566820157738467,
1,1599,0.009110024095958291,
1,1649,0.009465375628256556,
1,1699,0.009569273636098052,
1,1749,0.00588976754752335,
1,1799,0.007300360651766424,
1,1849,0.006253987998346755,
1,1899,0.015174770241506041,
1,1949,0.008794475685545589,
1,1999,0.008585087740241026,
1,2049,0.009664700758144185,
1,2099,0.009748543463481196,
1,2149,0.006524812625848808,
1,2199,0.006179177365523203,
1,2249,0.008582212509813836,
1,2299,0.009255928498514976,
1,2349,0.005583778565163011,
1,2399,0.005738287723431323,
1,2449,0.010894102488729351,
1,2499,0.005922183368540557,
1,2549,0.0077786356040802085,
1,2599,0.006656264589698924,
1,2649,0.006458256739705792,
1,2687,,0.017968661210433754
2,2699,0.0058945158281293875,
2,2749,0.005552105445219668,
2,2799,0.006454220934644317,
2,2849,0.009901761554823807,
2,2899,0.0069855378928036505,
2,2949,0.005123293322916056,
2,2999,0.010610423532501079,
2,3049,0.007930834115721486,
2,3099,0.008098226034228051,
2,3149,0.008857266945524245,
2,3199,0.006320366456997184,
2,3249,0.006561580894295593,
2,3299,0.005331980530340341,
2,3349,0.006655560434547292,
2,3399,0.005411472622866564,
2,3449,0.0064969178710482245,
2,3499,0.006356052172488802,
2,3549,0.005298125182030322,
2,3599,0.014666729965838843,
2,3649,0.005766912366607868,
2,3699,0.005774757328909419,
2,3749,0.02639761905135396,
2,3799,0.019522131649775343,
2,3849,0.008270359352826273,
2,3899,0.0048722186747184315,
2,3949,0.008208901626749698,
2,3999,0.014010358458781624,
2,4031,,0.035058615859797124
3,4049,0.006855669473850967,
3,4099,0.005497152221712764,
3,4149,0.0072732920647257115,
3,4199,0.00749743167055783,
3,4249,0.010541346314389521,
3,4299,0.017542045852810384,
3,4349,0.006354248392648754,
3,4399,0.01350653422699366,
3,4449,0.005671407886905344,
3,4499,0.005425621945069681,
3,4549,0.009324075381417218,
3,4599,0.008262200093178351,
3,4649,0.006137507394503139,
3,4699,0.012155005472459623,
3,4749,0.005963466562986519,
3,4799,0.008060609285087339,
3,4849,0.007849853656741845,
3,4899,0.005428971643418268,
3,4949,0.006530439261886789,
3,4999,0.0048847359791238665,
3,5049,0.005733387256919076,
3,5099,0.005664809460404152,
3,5149,0.005595227997396424,
3,5199,0.0068598680641708265,
3,5249,0.007268339154978931,
3,5299,0.006171242889276729,
3,5349,0.005687272138620636,
3,5375,,0.016104152342673136
